workspace_id,task_type,instance_number,instance_id,metadata_path,workspace_path,difficulty,original_instance_id,revise_type,revise_type_name,diff_summary,source_revise_instance,domain,difficulty_level,explain_dimension,question
or_space_043_explain,explain,43,OR_explain_043,Workspace_OR/explain_workspaces/instance_43/metadata.json,Workspace_OR/explain_workspaces/instance_43/,,,,,,IndustryOR_43_revise_business,Production_Planning,Easy,Logical-Physical Alignment,"In the revised model, explain exactly how the business rule “using both warehouses on the same day now costs 700 yuan once for the shared dispatch closeout” is implemented and why it raises the optimal integer objective from 6800 to 16500 even though the truck counts remain `trucks_from_A = 10` and `trucks_from_B = 30`. Your answer must name the code variables and linking constraints that force this fee, cite the exact CSV column names and parameter values for the 700-yuan reconciliation fee and the warehouse-B overflow gate, and use the LP-relaxation diagnostics to identify which constraints are binding/nonbinding (including slack/dual values for `_C2`, `_C3`, and `_C6`) and interpret their business meaning. Finally, compare original vs revised code and pinpoint the exact added objective terms/constraints responsible for the 9700 cost increase, including why the LP shadow prices cannot be linearly extrapolated to predict the mixed-integer revised cost change."
or_space_044_explain,explain,44,OR_explain_044,Workspace_OR/explain_workspaces/instance_44/metadata.json,Workspace_OR/explain_workspaces/instance_44/,,,,,,IndustryOR_44_revise_business,Network_Flow,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised LP-relaxation diagnostics together with `src/current_heuristic.py` and `src/formulation.tex`, explain why the revised objective is 773.0 instead of the original 685.0. Your answer must identify which exact new code variables and constraint families force positive express flow, trace them back to the business brief terms and exact CSV field names (`qexp_k`, `alpha_j`, `eps`, `M`, `cR_ik`, `cE_ik`, `cR_kj`, `cE_kj`), and use the solver state to name at least two binding constraints with their slack/dual values and business meaning. Also explain why the LP shadow price on a binding constraint such as `Supply_1` or an express-capacity/diversification-related constraint cannot be linearly extrapolated to predict the MIP cost change from 685.0 to 773.0 after the scenario restructuring."
or_space_045_explain,explain,45,OR_explain_045,Workspace_OR/explain_workspaces/instance_45/metadata.json,Workspace_OR/explain_workspaces/instance_45/,,,,,,IndustryOR_45_revise_business,Production_Planning,Easy,Comparative Dynamics,"In the revised model, explain why the MIP objective stays at 700.0 even though the code adds `L_reg`, `L_ot`, and `overtime_second_review` and modifies the objective. Trace the business phrase about the 'first 100 overtime labor hours' and the '10-unit review burden' to the exact `general_parameters.csv` field names and the exact revised code constraints involving `L_ot` and `overtime_second_review`, then use the revised solution values (`L_reg`, `L_ot`, `x_A`, `x_C`) and the original/revised LP-relaxation diagnostics to identify which labor-related constraints are binding, what their shadow-price interpretation is, and why you cannot linearly extrapolate the LP marginal values to predict the integer model after pushing overtime past the threshold. Also state which exact code additions beyond overtime could have changed the objective but did not in the reported optimum, and quantify the realized cost impact in this instance."
or_space_046_explain,explain,46,OR_explain_046,Workspace_OR/explain_workspaces/instance_46/metadata.json,Workspace_OR/explain_workspaces/instance_46/,,,,,,IndustryOR_46_revise_business,Scheduling,Easy,Logical-Physical Alignment,"In the revised model, explain precisely why the objective increases from 715.7 to 859.7 by tracing the new business policies into the code and data. Your answer must name the exact new code variable(s) and constraint(s) (`z[i,d]`, `y[i,d]`, and the graduate-coverage constraint on `x[i,d]`), the exact CSV parameter names and values (`daily_open_fee_cny = 12`, `min_grad_weekly_coverage_hours = 16`), and the business terms they implement in `docs/business_requirement.md`/`src/formulation.tex`. Then, using the solver records, state which of these new constraints is binding in the integer solution versus what is visible in the LP relaxation, interpret the shadow-price/slack business meaning for the 16-hour graduate-coverage rule, and explain why you cannot linearly extrapolate that marginal value to predict the full 144 CNY objective jump in the MIP."
or_space_047_explain,explain,47,OR_explain_047,Workspace_OR/explain_workspaces/instance_47/metadata.json,Workspace_OR/explain_workspaces/instance_47/,,,,,,IndustryOR_47_revise_business,Production_Planning,Easy,Dual-Theory Soundness & State Interpretation,"Using the revised model’s `FarmBiosecurity.lp_relaxation.json`, identify which constraints are binding and interpret their shadow prices in business terms by tracing `_C3` and `_C4` back to the exact code lines and the exact `general_parameters.csv` / `table_1.csv` field names they use. Then explain why opening poultry is unattractive at the margin by connecting the reduced cost of `coop_open` to the business brief’s “gate” language and to the exact code variables/parameters `coop_open`, `large_flock_review`, `biosecurity_training_aw_days`, `biosecurity_training_ss_days`, `fixed_cost_chicken_setup`, and `min_chickens_if_coop_open`. Finally, compare original vs revised and pinpoint the exact added binary-variable logic that changes the model class but not the optimum here, and explain why a linear extrapolation from the LP shadow prices would fail if management asked for the value of allowing a tiny positive amount of chickens."
or_space_048_explain,explain,48,OR_explain_048,Workspace_OR/explain_workspaces/instance_48/metadata.json,Workspace_OR/explain_workspaces/instance_48/,,,,,,IndustryOR_48_revise_business,Production_Planning,Easy,Comparative Dynamics,"In the revised model, explain why the optimum switches from the original profit-maximizing plan to the market-share plan with objective 30.0, and identify the exact code changes responsible for that switch. Your answer must trace the revised binding/nonbinding constraints from the solver JSON back to the mathematical statements in `src/formulation.tex` and the exact CSV columns/parameter values they use: name the code variables (`xA_r`, `xA_o`, `xB_r`, `xB_o`, `total_profit`, `total_A`, `total_B`), the relevant column names in `table_1.csv`, and the parameter names/values from `general_parameters.csv` (including `min_weekly_profit=10000`, `process_I_hours=150`, and `process_II_max_overtime=30`). Also interpret the shadow prices/slacks for `_C1`, `_C3`, and `_C5` in business terms, and explain why using the dual value of `_C1` to linearly extrapolate beyond a small RHS change would be unreliable once the active basis changes under the revised objective."
or_space_049_explain,explain,49,OR_explain_049,Workspace_OR/explain_workspaces/instance_49/metadata.json,Workspace_OR/explain_workspaces/instance_49/,,,,,,IndustryOR_49_revise_business,Production_Planning,Hard,Logical-Physical Alignment,"In the revised model, explain exactly how the business phrase “first-month onboarding drag” is implemented by tracing one start-month contract pair through the math and code: identify the revised code variable names and the exact monthly-coverage expression that changes a new contract’s contribution in its start month, and name the CSV field names and numeric values that feed this logic. Then use the revised LP-relaxation diagnostics to identify which monthly coverage constraints are binding and interpret at least one visible shadow price/slack in business terms, including why you cannot linearly extrapolate that marginal value to the integer optimal solution. Finally, compare the original and revised models and pinpoint the exact code additions that cause the objective to rise from 208000.0 to 225200.0, tying them back to the business brief and quantifying the 17200.0 increase with specific references to variables/constraints that appear in the revised optimal solution."
or_space_050_explain,explain,50,OR_explain_050,Workspace_OR/explain_workspaces/instance_50/metadata.json,Workspace_OR/explain_workspaces/instance_50/,,,,,,IndustryOR_50_revise_business,Production_Planning,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model’s `MaxRevenue.lp_relaxation.json`, explain why the August gate is inactive in the LP relaxation even though `buy_8 = 300`, and identify which constraints are binding versus slack by naming the exact code constraints and their slack/dual values. Then compare the original objective 9100.0 to the revised MIP objective 7300.0: pinpoint the exact code additions that caused the 1800 drop, trace them back to the business brief and the CSV fields `august_bulk_order_threshold`, `august_bulk_receiving_fee`, and `fixed_order_cost`, and quantify which charges are actually incurred in the final integer solution using the variable names `buy_bin_9`, `buy_bin_11`, and `august_bulk_receiving`. Finally, explain the business meaning of the LP shadow price on the binding August threshold gate and why you cannot linearly extrapolate that marginal value to conclude the same per-unit effect beyond the 300-unit threshold in the integer model."
or_space_051_explain,explain,51,OR_explain_051,Workspace_OR/explain_workspaces/instance_51/metadata.json,Workspace_OR/explain_workspaces/instance_51/,,,,,,IndustryOR_51_revise_business,Scheduling,Medium,Comparative Dynamics,"The revised objective increased from 4240.0 to 4400.0. Trace exactly which code changes caused that increase by naming the dropped/forbidden variable(s) and the added constraint family, and tie each one back to the precise `general_parameters.csv` field names/values and the business-brief phrases they implement. Then, using the revised LP relaxation output, identify which revised constraints are binding versus slack (cite at least `demand_2`, one `min_regular_daytime_*`, and `contract_cap` with their slack/dual values), explain the business meaning of the nonzero shadow prices and `y_2 = 4.0`, and state why you cannot linearly extrapolate those dual values to predict the effect of further tightening the daytime regular-coverage rule."
or_space_052_explain,explain,52,OR_explain_052,Workspace_OR/explain_workspaces/instance_52/metadata.json,Workspace_OR/explain_workspaces/instance_52/,,,,,,IndustryOR_52_revise_business,Workforce_Scheduling,Medium,Logical-Physical Alignment,"In the revised model, explain why the objective doubles from 150.0 to 300.0 even though all overtime variables stay at zero, and trace this all the way from business language to code and CSV fields. Your answer must name the exact code variables and constraints that create the extra cost, identify which CSV column and parameter values feed period-2 coverage and night-policy logic, and use the LP relaxation output to state which of `DriverDemand_period_2`, `CrewDemand_period_2`, `MaxNightDriverFraction`, and `MaxOvertimeShifts` are binding or slack and what their dual/slack values imply operationally. Finally, explain why the shadow price on period-2 demand cannot be linearly extrapolated to a large increase in `Required_number` once overtime or night-fraction limits would start to matter."
or_space_053_explain,explain,53,OR_explain_053,Workspace_OR/explain_workspaces/instance_53/metadata.json,Workspace_OR/explain_workspaces/instance_53/,,,,,,IndustryOR_53_revise_business,Production_Planning,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model’s LP relaxation diagnostics and the original model as a baseline, explain why the revised objective drops from 3050 to 2520 even after adding fairness machinery. Your answer must trace the selected budget-mode costs from the business terms (“family-wide pace policy” and fairness spread) through the exact CSV columns `Cost_budget`, `Cost_balanced`, `Cost_premium` and the code variables `z_budget`, `y[child]`, `max_child_cost`, and `min_child_cost`; then identify at least two binding revised LP-relaxation constraints by exact name with their slack/dual values and interpret their shadow prices in business terms. Finally, pinpoint the exact code additions relative to the original model that changed the objective structure, quantify the -530 change using the chosen children’s parameter values, and explain why the LP dual values cannot be linearly extrapolated to predict the effect of switching from `z_budget=1` to balanced or premium mode in the integer model."
or_space_054_explain,explain,54,OR_explain_054,Workspace_OR/explain_workspaces/instance_54/metadata.json,Workspace_OR/explain_workspaces/instance_54/,,,,,,IndustryOR_54_revise_business,Production_Planning,Easy,Comparative Dynamics,"In the revised model, explain why the objective drops from 135.26666666666668 in the original maximization model to 31.7 in the revised minimization model by pinpointing the exact code changes and data fields that caused the shift. Your answer must name the revised variables `x_reg[p]` and `x_ot[p]`, the new constraints `Global_Overtime_Hours_Cap` and `Min_Production_I/II/III`, and trace them to `general_parameters.csv` (`overtime_hours_cap=350`, `overtime_cost_multiplier=1.4`, `min_prod_I=5`, `min_prod_II=4`, `min_prod_III=3`) and `table_1.csv` (`Unit_Product_Profit_per_thousand_yuan`). Using the revised solver output, identify which constraints are binding and which are slack, interpret the dual values 3.0, 2.0, and 2.9 business-wise, and explain why those shadow prices cannot be linearly extrapolated if management raises all three minimums enough to start activating shared equipment capacity or overtime."
or_space_055_explain,explain,55,OR_explain_055,Workspace_OR/explain_workspaces/instance_55/metadata.json,Workspace_OR/explain_workspaces/instance_55/,,,,,,IndustryOR_55_revise_business,Course_Selection,Medium,Logical-Physical Alignment,"In the revised model, explain exactly why the optimal objective increases from 4.0 to 6.0 by tracing the computer-science foundation rule and the “distinct counted courses / no double-counting of cross-listed courses” policy across files. Your answer must name the exact code variables and constraint names involved (including the revised binary variables beyond `x[course]`), the exact CSV field names and parameter values that instantiate the rule, and identify at least two revised selected/assigned courses from the solver solution that demonstrate the new logic. Also use the LP-relaxation diagnostics to state which category-minimum constraints are binding, report at least one shadow price and one slack value by exact constraint name, interpret the business meaning of that marginal value, and explain why you cannot linearly extrapolate that dual value to predict the full integer objective change from 4 to 6."
or_space_056_explain,explain,56,OR_explain_056,Workspace_OR/explain_workspaces/instance_56/metadata.json,Workspace_OR/explain_workspaces/instance_56/,,,,,,IndustryOR_56_revise_business,Production_Planning,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model only, explain why the objective drops from -700.0 in the original run to -850.0 in the revised run, and identify the exact new code elements that force this change. Your answer must trace the month-2 inventory carry from the solver solution (`stock_2 = 1500`, `sell_3 = 1500`) back to the business rule and the exact `general_parameters.csv` field that causes it, and also interpret at least two dual/slack pairs from `Grain_Trading_TwoChannel_Credit.solution.json`—one binding and one nonbinding—using the exact constraint names and variable names from code/formulation (for example `min_inventory_2`, `warehouse_1`, `buy_fast[m]`, `credit_used[m]`). Finally, explain the business meaning of the shadow price on the binding inventory-related constraint and why you cannot linearly extrapolate that marginal value for a large RHS change once the active basis would switch."
or_space_057_explain,explain,57,OR_explain_057,Workspace_OR/explain_workspaces/instance_57/metadata.json,Workspace_OR/explain_workspaces/instance_57/,,,,,,IndustryOR_57_revise_business,Cutting_Stock / Production_Planning,Medium,Comparative Dynamics,"In the revised model, explain exactly why the reported waste rises from 600.0 to 1280.0 by tracing the new business rule all the way from the finance brief into the code and data: name the added decision variable, the linking constraint, the big-M value, and the exact CSV fields/values that make the 2-meter roll incur a different fixed charge than the 1-meter roll. Then, using the revised integer solution and the LP-relaxation diagnostics, identify which pattern activations are used, interpret the business meaning of the relevant binding/slack/dual information on the demand constraints, and explain why you cannot linearly extrapolate the LP shadow prices or fractional activation costs to predict the true MIP objective change."
or_space_058_explain,explain,58,OR_explain_058,Workspace_OR/explain_workspaces/instance_58/metadata.json,Workspace_OR/explain_workspaces/instance_58/,,,,,,IndustryOR_58_revise_business,Production_Planning,Hard,Logical-Physical Alignment,"In the revised model, explain exactly why the objective rises from 240000 in the original model to 510909.0909090909 in the new MIP, and why the LP relaxation reaches 576000 instead. Your answer must trace the autumn pear activity in `area_pears_autumn`, the spring land limit `land_season_spring`, and the diversification binary `v` back to the precise code constraints and the business terms in `docs/business_requirement.md`, while also naming the exact `general_parameters.csv` keys that supply the relevant coefficients and ratios. Then, using the LP-relaxation solver output, identify at least two binding constraints with their shadow prices/slacks, interpret their business meaning, and explain why those marginal values cannot be linearly extrapolated to predict the integer optimum once `y[f]`, `z[f]`, and `v` change regime."
or_space_059_explain,explain,59,OR_explain_059,Workspace_OR/explain_workspaces/instance_59/metadata.json,Workspace_OR/explain_workspaces/instance_59/,,,,,,IndustryOR_59_revise_business,Production_Planning,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model’s LP-relaxation diagnostics and the final MIP solution, explain why the objective drops from 6160.0 to 5060.0 even though the production quantities `y_0` and `y_1` stay the same as in the original solution. You must trace the exact code additions `z[j]`, `shared_ab_wrapper`, the constraint `y[j] <= M * z[j]`, and the three wrapper-trigger constraints back to the business brief and to the exact CSV fields `SetupCost_A`, `SetupCost_B`, `BrandAB_SharedWrapper_Fee`, and `Monthly Limit (kg)`; also state the numeric value of `M`. Then identify which LP-relaxation constraints are binding with nonzero duals for this logic, interpret the shadow prices/business meaning of those marginal values, and explain why using those LP duals to linearly extrapolate the integer model’s profit impact is invalid here."
or_space_060_explain,explain,60,OR_explain_060,Workspace_OR/explain_workspaces/instance_60/metadata.json,Workspace_OR/explain_workspaces/instance_60/,,,,,,IndustryOR_60_revise_business,Routing / Multi-Day TSP,Medium,Comparative Dynamics,"In the revised model, explain precisely why the optimal objective increases from 153.0 to 173.0 even though the business now allows two service days. Your answer must trace the added objective term and the activation logic through the exact code variable names `z[d]`, `y[i,d]`, and `x[i,j,d]`, the exact CSV columns `Parameter_Name` and `Value` for `route_cost_day = 20` and `max_route_length_day = 1000`, and the depot/day wording in `docs/business_requirement.md` and `src/formulation.tex`. Then, using the LP-relaxation/solution outputs, identify which revised constraints are effectively binding versus slack for the chosen plan (especially the per-day route-length limit and depot activation equalities), interpret the business meaning of the marginal value/shadow-price logic behind paying for `z[d]`, and explain why you cannot linearly extrapolate from the observed +20 objective change to predict the effect of lowering `max_route_length_day` or increasing `route_cost_day` further."
or_space_061_explain,explain,61,OR_explain_061,Workspace_OR/explain_workspaces/instance_61/metadata.json,Workspace_OR/explain_workspaces/instance_61/,,,,,,IndustryOR_61_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"In the revised model, explain why the optimal objective increased from 37000.0 to 46980.0 even though the chosen devices remain A and C, and trace that increase through the exact code variables, constraint names, CSV fields, and business brief terms. Your answer must identify which new code terms charge cost to `z[(i,p)]` and `x[(i,p)]`, map them to the exact `general_parameters.csv` fields and the business phrases “peak and off-peak energy windows” and “Every device-period combination that is brought into service consumes startup energy and startup spend,” and quantify the added cost using the realized solution values `x_('A','offpeak')=800`, `x_('C','offpeak')=1200`, `z_('A','offpeak')=1`, and `z_('C','offpeak')=1`. Then use the LP-relaxation diagnostics to name one binding revised constraint with nonzero shadow price and one binding constraint whose marginal value should not be linearly extrapolated to the MIP solution, including the slack/dual numbers and a brief business interpretation of why that marginal is local to the LP relaxation rather than globally valid after the gate-like binary startup logic is enforced."
or_space_062_explain,explain,62,OR_explain_062,Workspace_OR/explain_workspaces/instance_62/metadata.json,Workspace_OR/explain_workspaces/instance_62/,,,,,,IndustryOR_62_revise_business,Production_Planning,Easy,Dual-Theory Soundness & State Interpretation,"Using the revised model and solver artifacts, explain why the objective increases from 90000.0 to 105000.0, but why the LP-relaxation shadow price on `Budget` cannot be used to linearly predict the MIP objective if `investment_budget` is increased slightly. Your answer must trace the premium choice for Restaurant D through the exact code variables `x['Restaurant_D']` and `p['Restaurant_D']`, the objective term in `src/current_heuristic.py`, and the CSV fields/parameter values `Annual_Revenue`, `premium_revenue_uplift`, `premium_upgrade_cost`, and `investment_budget`. Also identify which revised constraints are binding or slack in both the LP relaxation and final MIP solution (`Budget`, `Staff_Hours`, `D_A_Exclusion`, and at least one `Mode_Coupling_*` constraint), and interpret the business meaning of the LP dual value on `Budget` together with why that marginal value breaks at the integer gate introduced by Premium mode."
or_space_063_explain,explain,63,OR_explain_063,Workspace_OR/explain_workspaces/instance_63/metadata.json,Workspace_OR/explain_workspaces/instance_63/,,,,,,IndustryOR_63_revise_business,Production_Planning,Easy,Comparative Dynamics,"Compare the original and revised models and explain exactly which new code elements caused the objective to jump from 640.0 to 1745.0. Your answer must trace the revised permit logic from the business brief’s “pollution tier” rule to the exact CSV parameter names and values, then to the code variables/constraints (`pollution_permit`, `total_pollution`, `z_bike`, `z_cart`, and the specific big-M gate), and use the solver outputs to identify which constraints are binding/slack in the LP relaxation versus the final MIP. Also interpret the relevant shadow prices/slacks in business terms and explain why you cannot linearly extrapolate the LP marginal values to predict the MIP cost change once pollution crosses the 600-unit threshold."
or_space_064_explain,explain,64,OR_explain_064,Workspace_OR/explain_workspaces/instance_64/metadata.json,Workspace_OR/explain_workspaces/instance_64/,,,,,,IndustryOR_64_revise_business,Workforce_Hiring,Easy,Logical-Physical Alignment,"In the revised model, explain exactly why the objective increases from 38000 to 39000 even though the hired set remains G, H, and I. Your answer must trace the new net-cost terms from `src/current_heuristic.py` and `src/formulation.tex` back to the business phrases “Lead premium” and “mentorship pair,” name the exact CSV parameter names and values used (`lead_premium`, `mentor_bonus`, `min_leads`, `max_pairs`), and identify the revised code variables (`lead[c]`, `eng[c]`, `p`, `x[c]`) and constraints that make one Lead and one counted pair appear. Then use the revised LP-relaxation diagnostics to state which constraints are binding and their shadow prices/slacks (`MinSkill`, `MinLeads`, `PairLeadCap`, `Budget`), interpret the business meaning of those marginal values, and explain why you cannot linearly extrapolate the `MinLeads` or `PairLeadCap` duals to predict the integer model’s cost under a larger policy change such as requiring 2 leads or allowing more than 2 pairs."
or_space_065_explain,explain,65,OR_explain_065,Workspace_OR/explain_workspaces/instance_65/metadata.json,Workspace_OR/explain_workspaces/instance_65/,,,,,,IndustryOR_65_revise_business,Production_Planning,Easy,Dual-Theory Soundness & State Interpretation,"Using the revised model, explain why the LP relaxation reports objective 40167.8571 while the actual MIP optimum is 37200. Trace the binding constraints in the LP relaxation by naming the exact solver rows (_C1, _C3, _C7), their slack and dual values, then map each one to the exact code constraint and the business rule term in the brief; you must also name the CSV field names and code variable names involved (`x_m`, `x_w`, `z_m`, `z_w`, plus parameter keys like `setup_hours_A`, `green_bonus_m`, `bigM`). Finally, compare against the original model and identify the exact code additions/modifications that create the +6700 objective change, including which part is a genuine business bonus versus a relaxation artifact, and why the LP shadow prices cannot be linearly extrapolated to the integer model after changing the activation state."
or_space_066_explain,explain,66,OR_explain_066,Workspace_OR/explain_workspaces/instance_66/metadata.json,Workspace_OR/explain_workspaces/instance_66/,,,,,,IndustryOR_66_revise_business,Production_Planning,Medium,Comparative Dynamics,"Explain why the revised model’s objective increases from 25000.0 to 25500.0 even though the business brief adds fatigue and review logic. Your answer must identify the exact code additions in `src/current_heuristic.py` that changed the objective and feasible region—specifically the variables `ot`, `fatigue`, `review`, the modified period labor constraints, and the review/fatigue trigger constraints—and trace them back to the exact CSV field names and business-brief terms they implement. Then use the solver records to state which original and revised constraints are binding (name the original ones exactly, and map revised `_C3`, `_C6`, `_C7`, `_C10` to their code constraints), interpret the visible dual/shadow prices and slack values in business terms, and explain why you cannot linearly extrapolate those LP marginal values to predict the full revised objective change once the binary trigger variables are present."
or_space_067_explain,explain,67,OR_explain_067,Workspace_OR/explain_workspaces/instance_67/metadata.json,Workspace_OR/explain_workspaces/instance_67/,,,,,,IndustryOR_67_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"In the revised model, explain why September carries `own_wh=30000`, `grid_power=70000`, and `gen_power=155000`, and trace each of those numbers back through the exact code variables/constraints, the exact CSV field names, and the business brief language. Then compare this with the original September plan that used `ext_wh=3000`: identify the exact revised code additions/removals that changed the objective from 3160500.0 to 4159500.0, and use the solver state to discuss which September/October constraints are binding, what the associated shadow-price business meaning would be, and why you cannot safely linearly extrapolate that marginal value to a large quota increase."
or_space_068_explain,explain,68,OR_explain_068,Workspace_OR/explain_workspaces/instance_68/metadata.json,Workspace_OR/explain_workspaces/instance_68/,,,,,,IndustryOR_68_revise_business,Transportation,Easy,Dual-Theory Soundness & State Interpretation,"Using the revised solver record together with `src/current_heuristic.py` and `src/formulation.tex`, explain why the objective fell from 1030.0 to 925.0 even though the model added the extra-cost mechanism on the A→3 lane. Your answer must name the exact new code variable `area3_excess`, the exact revised constraints `area3_min_share_from_A` and `area3_A_staging_excess`, and the exact CSV parameter fields `min_coal_yard_B_adjusted`, `min_share_area3_from_A`, `area3_A_staging_threshold`, and `area3_A_excess_staging_cost`; then interpret which revised constraints are binding from their reported slack/dual values and give the business meaning of the `3.0` shadow price on `area3_A_staging_excess`. Finally, reconcile the directional business brief with the missing route in `table_1.csv`, and explain why you cannot linearly extrapolate the current marginal value if the staging threshold were increased far beyond the current level."
or_space_069_explain,explain,69,OR_explain_069,Workspace_OR/explain_workspaces/instance_69/metadata.json,Workspace_OR/explain_workspaces/instance_69/,,,,,,IndustryOR_69_revise_business,Cutting_Stock,Hard,Comparative Dynamics,"The revised objective rises from 20.0 to 27.5. Explain exactly which new code elements caused that increase by tracing the business brief’s “rush order for 5-meter bars” and “gate” language to the CSV fields `batch_5m_quantity`, `setup_cost_per_pattern`, and `max_distinct_patterns`, then to the code variables `n[i]`, `u[i]`, the big-M parameter `M`, and the revised objective/constraints in `src/current_heuristic.py` (you may use `src/formulation.tex` to name the mathematical objects). Using the revised solution and LP-relaxation records, identify which demand constraints are binding or slack, give the shadow prices for the binding demand constraints, interpret those marginal values in business terms, and quantify how much of the +7.5 objective change is setup cost versus extra raw-bar usage. Finally, explain why you cannot linearly extrapolate those LP dual values to predict the integer objective effect of increasing `batch_5m_quantity` further under the pattern cap."
or_space_070_explain,explain,70,OR_explain_070,Workspace_OR/explain_workspaces/instance_70/metadata.json,Workspace_OR/explain_workspaces/instance_70/,,,,,,IndustryOR_70_revise_business,Routing_TSP,Hard,Logical-Physical Alignment,"In the revised model, explain exactly why the optimal objective drops from 35.0 to 27.0 by tracing the chosen arc variables back to both CSV fields and the business memo terms. Your answer must name the exact code variables used in the revised optimal path, the exact `general_parameters.csv` fields and values that enforce the start/end/prohibited/inspection logic, and identify which code additions replaced the original closed tour logic with an open path logic. Then use `Hazmat_Fixed_End_Path_TSP_lp_relaxation.json` to identify at least two binding constraints (by `_C#` and/or the corresponding mathematical condition), interpret one shadow price in business terms, and explain why that dual value cannot be linearly extrapolated to a large policy change such as removing the fixed end city or allowing the prohibited `1 -> 3` arc."
or_space_071_explain,explain,71,OR_explain_071,Workspace_OR/explain_workspaces/instance_71/metadata.json,Workspace_OR/explain_workspaces/instance_71/,,,,,,IndustryOR_71_revise_business,Facility_Assignment_with_Service_Mode_Selection,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised LP-relaxation diagnostics, explain why the optimal solution keeps all premium variables `y[i][p]` and `v_prem[i][p]` at zero even though premium mode was introduced. Your answer must trace `v_std_0_0 = 30`, `v_std_1_1 = 70`, the binding constraints `volume_balance_0`, `volume_balance_1`, `location_capacity_1`, and `std_only_if_assigned_0_1`, back to the exact CSV columns `Transportation_volume_to_Location_1`, `Transportation_volume_to_Location_2`, `Transportation_cost_to_Location_1`, `Transportation_cost_to_Location_2`, and the parameter values `premium_cost_multiplier = 1.5` and `min_premium_share = 0.4`; also name the exact code variables `x[i][p]`, `y[i][p]`, `v_std[i][p]`, `v_prem[i][p]`, `c_std[(i,p)]`, and `c_prem[(i,p)]`. Then compare the original objective 330.0 to the revised 670.0 by pinpointing which exact code additions in `current_heuristic.py` changed the economics, interpret the shadow prices/duals and slacks in business terms, and explain why you cannot linearly extrapolate the `location_capacity_1` or `volume_balance_1` dual to predict the cost of adding capacity or forcing premium usage."
or_space_072_explain,explain,72,OR_explain_072,Workspace_OR/explain_workspaces/instance_72/metadata.json,Workspace_OR/explain_workspaces/instance_72/,,,,,,IndustryOR_72_revise_business,Real_Estate_Investment,Hard,Comparative Dynamics,"In the revised model, explain precisely why the objective increases from 135000.0 to 137800.0 by tracing the added risky-leasing logic from the business brief’s “gate” language through the code and data: identify the exact new variables (`r[name]`, `y[name]`, `s[name]`), the revised objective construction (`objective_terms` and `risk_coeff`), and the CSV fields/values that make `Property_2` the only property with positive risky allocation in the optimal integer solution. Then use the LP-relaxation diagnostics to name at least two binding revised constraints and their dual values/slacks, interpret their business meaning, and explain why you cannot linearly extrapolate those shadow prices to claim the family would gain the same marginal value from increasing `total_risky_budget` or relaxing the risky gate further in the integer model."
or_space_073_explain,explain,73,OR_explain_073,Workspace_OR/explain_workspaces/instance_73/metadata.json,Workspace_OR/explain_workspaces/instance_73/,,,,,,IndustryOR_73_revise_business,Scheduling,Hard,Logical-Physical Alignment,"In the revised two-day model, explain why the optimal net objective becomes 2600 instead of the original 1600 by tracing the exact code additions that create this change. Your answer must name the revised decision variables `x[(c,d)]`, `y[c]`, and `z[c]`, identify the exact CSV column names and parameter names used to instantiate them, and use the LP-relaxation diagnostics to interpret at least two binding constraints with their slack/dual values (for example `MinChildren_day1`, `MinChildren_day2`, or `DianaRequiresElla_day2`) in business terms. Also explain why the shadow price on a binding daily headcount constraint cannot be linearly extrapolated to adding another full child/day requirement, and connect that failure to the discrete availability/relationship rules and the specific revised code blocks that were absent in the original one-day model."
or_space_074_explain,explain,74,OR_explain_074,Workspace_OR/explain_workspaces/instance_74/metadata.json,Workspace_OR/explain_workspaces/instance_74/,,,,,,IndustryOR_74_revise_business,Project_Scheduling,Easy,Dual-Theory Soundness & State Interpretation,"In the revised model, explain why the optimal objective stays at 115000 even after adding the overtime option for Activity E. Your answer must trace the exact revised code additions (`use_ot`, `actual_dur['E']`, and the objective term `(ot_cost + followup_cost) * use_ot`) back to the business brief and the CSV field names, then use the LP-relaxation diagnostics to identify which specific precedence and completion constraints are binding or slack for the E-path and why the shadow-price logic implies no profitable activation of `use_ot`. Also explain the business meaning of the `use_ot` reduced cost of 500.0 and why you cannot linearly extrapolate that marginal value into a generic “overtime is always bad” conclusion once the binary gate is crossed."
